AN_BASE,CD_PROGRAMA_IES,NM_PROGRAMA_IES,NM_PROGRAMA_IDIOMA,SG_ENTIDADE_ENSINO,NM_ENTIDADE_ENSINO,CS_STATUS_JURIDICO,DS_DEPENDENCIA_ADMINISTRATIVA,DS_ORGANIZACAO_ACADEMICA,NM_GRANDE_AREA_CONHECIMENTO,NM_AREA_CONHECIMENTO,NM_AREA_AVALIACAO,NM_GRAU_PROGRAMA,SG_UF_PROGRAMA,NM_MUNICIPIO_PROGRAMA_IES,CD_CONCEITO_PROGRAMA,ANO_INICIO_PROGRAMA,NM_MODALIDADE_PROGRAMA,NM_REGIAO,SG_ENTIDADE_ENSINO_REDE,IN_REDE
2015,33056013013P9,BIOENGENHARIA,MASTER IN BIOENGINEERING,UNICASTELO,UNIVERSIDADE CAMILO CASTELO BRANCO,PARTICULAR,PRIVADO,UNIVERSIDADE,ENGENHARIAS,ENGENHARIA BIOMÉDICA,ENGENHARIAS IV,MESTRADO PROFISSIONAL,SP,SÃO JOSÉ DOS CAMPOS,4,2010,PROFISSIONAL,SUDESTE,NA,NÃO
2015,33056013014P5,CIÊNCIAS AMBIENTAIS,ENVIRONMENTAL SCIENCES,UNICASTELO,UNIVERSIDADE CAMILO CASTELO BRANCO,PARTICULAR,PRIVADO,UNIVERSIDADE,MULTIDISCIPLINAR,INTERDISCIPLINAR,INTERDISCIPLINAR,MESTRADO PROFISSIONAL,SP,SÃO JOSÉ DOS CAMPOS,3,2011,PROFISSIONAL,SUDESTE,NA,NÃO
2015,33056013015P1,ENGENHARIA BIOMÉDICA,BIOMEDICAL ENGINEERING,UNICASTELO,UNIVERSIDADE CAMILO CASTELO BRANCO,PARTICULAR,PRIVADO,UNIVERSIDADE,ENGENHARIAS,ENGENHARIA BIOMÉDICA,ENGENHARIAS IV,MESTRADO/DOUTORADO,SP,SÃO JOSÉ DOS CAMPOS,3,2009,ACADÊMICO,SUDESTE,NA,NÃO
2015,33057010002P7,ODONTOLOGIA,MASTERS IN DENTISTRY PROGRAM,UNIB,UNIVERSIDADE IBIRAPUERA,PARTICULAR,PRIVADO,UNIVERSIDADE,CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ODONTOLOGIA,MESTRADO,SP,SÃO PAULO,3,2005,ACADÊMICO,SUDESTE,NA,NÃO
2015,33063010002P3,ODONTOLOGIA,PROGRAMME OF MASTER¿S DEGREE COURSE IN DENTISTRY,UNIP,UNIVERSIDADE PAULISTA,PARTICULAR,PRIVADO,UNIVERSIDADE,CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ODONTOLOGIA,MESTRADO/DOUTORADO,SP,SÃO PAULO,4,1993,ACADÊMICO,SUDESTE,NA,NÃO
2015,33063010003P0,ENGENHARIA DE PRODUÇÃO,PROGRAMME OF GRADUATE STUDIES IN PRODUCTION ENGINEERING,UNIP,UNIVERSIDADE PAULISTA,PARTICULAR,PRIVADO,UNIVERSIDADE,ENGENHARIAS,ENGENHARIA DE PRODUÇÃO,ENGENHARIAS III,MESTRADO/DOUTORADO,SP,SÃO PAULO,5,1997,ACADÊMICO,SUDESTE,NA,NÃO
2015,33063010004P6,COMUNICAÇÃO,PROGRAMME OF GRADUATE STUDIES IN COMMUNICATION,UNIP,UNIVERSIDADE PAULISTA,PARTICULAR,PRIVADO,UNIVERSIDADE,CIÊNCIAS SOCIAIS APLICADAS,COMUNICAÇÃO,CIÊNCIAS SOCIAIS APLICADAS I,MESTRADO/DOUTORADO,SP,SÃO PAULO,4,1997,ACADÊMICO,SUDESTE,NA,NÃO
2015,33002010235P7,GESTÃO E INOVAÇÃO NA INDÚSTRIA ANIMAL,MANAGEMENT AND INNOVATION IN ANIMAL INDUSTRY,USP,UNIVERSIDADE DE SÃO PAULO,ESTADUAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS SOCIAIS APLICADAS,ADMINISTRAÇÃO,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO PROFISSIONAL,SP,PIRASSUNUNGA,3,2013,PROFISSIONAL,SUDESTE,NA,NÃO
2015,33002010236P3,SAÚDE GLOBAL E SUSTENTABILIDADE,GLOBAL HEALTH AND SUSTAINABILITY PROGRAM,USP,UNIVERSIDADE DE SÃO PAULO,ESTADUAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS DA SAÚDE,SAÚDE COLETIVA,SAÚDE COLETIVA,DOUTORADO,SP,SÃO PAULO,4,2013,ACADÊMICO,SUDESTE,NA,NÃO
2015,33004129044P6,EDUCAÇÃO,EDUCATION,UNESP/PP,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/PR.PRUDENTE,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,MESTRADO/DOUTORADO,SP,PRESIDENTE PRUDENTE,4,2001,ACADÊMICO,SUDESTE,NA,NÃO
2015,33004129045P2,FISIOTERAPIA,PHYSICAL THERAPY,UNESP/PP,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/PR.PRUDENTE,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS DA SAÚDE,FISIOTERAPIA E TERAPIA OCUPACIONAL,EDUCAÇÃO FÍSICA,MESTRADO,SP,PRESIDENTE PRUDENTE,4,2008,ACADÊMICO,SUDESTE,NA,NÃO
2015,33004129046P9,MATEMATICA APLICADA E COMPUTACIONAL,COMPUTATIONAL AND APPLIED MATHEMATICS,UNESP/PP,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/PR.PRUDENTE,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS EXATAS E DA TERRA,MATEMÁTICA,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,MESTRADO,SP,PRESIDENTE PRUDENTE,4,2010,ACADÊMICO,SUDESTE,NA,NÃO
2015,33004129047P5,GEOGRAFIA,PROFESSIONAL MASTER'S DEGREE IN GEOGRAPHY,UNESP/PP,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/PR.PRUDENTE,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS HUMANAS,GEOGRAFIA,GEOGRAFIA,MESTRADO PROFISSIONAL,SP,PRESIDENTE PRUDENTE,3,2011,PROFISSIONAL,SUDESTE,NA,NÃO
2015,33004137003P3,CIÊNCIAS BIOLÓGICAS (ZOOLOGIA),GRADUATE PROGRAM IN BIOLOGICAL SCIENCES (ZOOLOGY),UNESP/RC,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/RIO CLARO,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS BIOLÓGICAS,ZOOLOGIA,BIODIVERSIDADE,MESTRADO/DOUTORADO,SP,RIO CLARO,4,1976,ACADÊMICO,SUDESTE,NA,NÃO
2015,33004137004P0,GEOGRAFIA,GEOGRAPHY,UNESP/RC,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/RIO CLARO,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS HUMANAS,GEOGRAFIA,GEOGRAFIA,MESTRADO/DOUTORADO,SP,RIO CLARO,4,1977,ACADÊMICO,SUDESTE,NA,NÃO
2015,33004137005P6,CIÊNCIAS BIOLÓGICAS (BIOLOGIA VEGETAL),BIOLOGICAL SCIENCES (PLANT BIOLOGY),UNESP/RC,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/RIO CLARO,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS BIOLÓGICAS,BOTÂNICA,BIODIVERSIDADE,MESTRADO/DOUTORADO,SP,RIO CLARO,5,1976,ACADÊMICO,SUDESTE,NA,NÃO
2015,33004137031P7,EDUCAÇÃO MATEMÁTICA,MATHEMATICS EDUCATION,UNESP/RC,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/RIO CLARO,ESTADUAL,PÚBLICO,NÃO INFORMADO,MULTIDISCIPLINAR,ENSINO,ENSINO,MESTRADO/DOUTORADO,SP,RIO CLARO,6,1984,ACADÊMICO,SUDESTE,NA,NÃO
2015,33004137035P2,GEOLOGIA REGIONAL,REGIONAL GEOLOGY,UNESP/RC,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/RIO CLARO,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS EXATAS E DA TERRA,GEOCIÊNCIAS,GEOCIÊNCIAS,MESTRADO/DOUTORADO,SP,RIO CLARO,4,1986,ACADÊMICO,SUDESTE,NA,NÃO
2015,33004137036P9,GEOCIÊNCIAS E MEIO AMBIENTE,GEOSCIENCIES AND ENVIRONMENT,UNESP/RC,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/RIO CLARO,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS EXATAS E DA TERRA,GEOCIÊNCIAS,GEOCIÊNCIAS,MESTRADO/DOUTORADO,SP,RIO CLARO,4,1986,ACADÊMICO,SUDESTE,NA,NÃO
2015,33004137041P2,CIÊNCIAS BIOLÓGICAS (MICROBIOLOGIA APLICADA),APPLIED MICROBIOLOGY,UNESP/RC,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/RIO CLARO,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS AGRÁRIAS,AGRONOMIA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,SP,RIO CLARO,5,1989,ACADÊMICO,SUDESTE,NA,NÃO
2015,33004137046P4,CIÊNCIAS BIOLÓGICAS (BIOLOGIA CELULAR E MOLECULAR),CELLULAR AND MOLECULAR BIOLOGY,UNESP/RC,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/RIO CLARO,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS BIOLÓGICAS,BIOLOGIA GERAL,CIÊNCIAS BIOLÓGICAS I,MESTRADO/DOUTORADO,SP,RIO CLARO,5,1990,ACADÊMICO,SUDESTE,NA,NÃO
2015,33004137062P0,CIÊNCIAS DA MOTRICIDADE,MOVEMENT SCIENCES,UNESP/RC,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/RIO CLARO,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS DA SAÚDE,EDUCAÇÃO FÍSICA,EDUCAÇÃO FÍSICA,MESTRADO/DOUTORADO,SP,RIO CLARO,6,1991,ACADÊMICO,SUDESTE,NA,NÃO
2015,33004137063P6,FÍSICA,MASTER PROGRAM IN PHYSICS - CONCENTRATION AREA: APPLIED PHYSICS,UNESP/RC,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/RIO CLARO,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS EXATAS E DA TERRA,FÍSICA,ASTRONOMIA / FÍSICA,MESTRADO,SP,RIO CLARO,3,2000,ACADÊMICO,SUDESTE,NA,NÃO
2015,33004137064P2,EDUCAÇÃO,EDUCATION,UNESP/RC,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/RIO CLARO,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,MESTRADO/DOUTORADO,SP,RIO CLARO,4,2001,ACADÊMICO,SUDESTE,NA,NÃO
2015,33004137065P9,MATEMÁTICA,MATHEMATICAL,UNESP/RC,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/RIO CLARO,ESTADUAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS EXATAS E DA TERRA,MATEMÁTICA,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,MESTRADO PROFISSIONAL,SP,RIO CLARO,3,2008,PROFISSIONAL,SUDESTE,NA,NÃO
2015,33020019001P7,DIREITO,MASTER AND DOCTORAL PROGRAM OF INTERNATIONAL ENVIRONMENTAL LAW,UNISANTOS,UNIVERSIDADE CATÓLICA DE SANTOS,PARTICULAR,PRIVADO,UNIVERSIDADE,CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,MESTRADO/DOUTORADO,SP,SANTOS,4,1999,ACADÊMICO,SUDESTE,NA,NÃO
2015,33020019004P6,EDUCAÇÃO,EDUCATION,UNISANTOS,UNIVERSIDADE CATÓLICA DE SANTOS,PARTICULAR,PRIVADO,UNIVERSIDADE,CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,MESTRADO/DOUTORADO,SP,SANTOS,4,1999,ACADÊMICO,SUDESTE,NA,NÃO
2015,33020019005P2,SAÚDE COLETIVA,PUBLIC HEALTH,UNISANTOS,UNIVERSIDADE CATÓLICA DE SANTOS,PARTICULAR,PRIVADO,UNIVERSIDADE,CIÊNCIAS DA SAÚDE,SAÚDE COLETIVA,SAÚDE COLETIVA,MESTRADO/DOUTORADO,SP,SANTOS,4,2004,ACADÊMICO,SUDESTE,NA,NÃO
2015,33021015001P3,ODONTOLOGIA,DENTISTRY,UNITAU,UNIVERSIDADE DE TAUBATÉ,MUNICIPAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ODONTOLOGIA,MESTRADO/DOUTORADO,SP,TAUBATÉ,4,1991,ACADÊMICO,SUDESTE,NA,NÃO
2015,33021015006P5,ENGENHARIA MECÂNICA,MASTER IN MECHANICAL ENGINEERING,UNITAU,UNIVERSIDADE DE TAUBATÉ,MUNICIPAL,PÚBLICO,NÃO INFORMADO,ENGENHARIAS,ENGENHARIA MECÂNICA,ENGENHARIAS III,MESTRADO PROFISSIONAL,SP,TAUBATÉ,4,1997,PROFISSIONAL,SUDESTE,NA,NÃO
2015,33021015007P1,LINGÜÍSTICA APLICADA,APPLIED LINGUISTICS,UNITAU,UNIVERSIDADE DE TAUBATÉ,MUNICIPAL,PÚBLICO,NÃO INFORMADO,"LINGÜÍSTICA, LETRAS E ARTES",LINGÜÍSTICA,LETRAS / LINGUÍSTICA,MESTRADO,SP,TAUBATÉ,4,1995,ACADÊMICO,SUDESTE,NA,NÃO
2015,32003013008P4,CIÊNCIA E TECNOLOGIA DA COMPUTAÇÃO,COMPUTER SCIENCE AND TECHNOLOGY,UNIFEI,UNIVERSIDADE FEDERAL DE ITAJUBÁ,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS EXATAS E DA TERRA,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,MESTRADO,MG,ITAJUBÁ,3,2008,ACADÊMICO,SUDESTE,NA,NÃO
2015,32003013010P9,ENSINO DE CIÊNCIAS,TEACHING OF SCIENCES,UNIFEI,UNIVERSIDADE FEDERAL DE ITAJUBÁ,FEDERAL,PÚBLICO,UNIVERSIDADE,MULTIDISCIPLINAR,ENSINO,ENSINO,MESTRADO PROFISSIONAL,MG,ITAJUBÁ,3,2011,PROFISSIONAL,SUDESTE,NA,NÃO
2015,32003013011P5,"DESENVOLVIMENTO, TECNOLOGIAS E SOCIEDADE","DEVELOPMENT, TECHNOLOGIES AND SOCIETY",UNIFEI,UNIVERSIDADE FEDERAL DE ITAJUBÁ,FEDERAL,PÚBLICO,UNIVERSIDADE,MULTIDISCIPLINAR,INTERDISCIPLINAR,INTERDISCIPLINAR,MESTRADO,MG,ITAJUBÁ,3,2012,ACADÊMICO,SUDESTE,NA,NÃO
2015,32003013012P1,MATEMÁTICA,MATHEMATICS,UNIFEI,UNIVERSIDADE FEDERAL DE ITAJUBÁ,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS EXATAS E DA TERRA,MATEMÁTICA,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,MESTRADO,MG,ITAJUBÁ,3,2013,ACADÊMICO,SUDESTE,NA,NÃO
2015,32003013013P8,FÍSICA,GRADUATE PROGRAM IN PHYSICS,UNIFEI,UNIVERSIDADE FEDERAL DE ITAJUBÁ,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS EXATAS E DA TERRA,FÍSICA,ASTRONOMIA / FÍSICA,MESTRADO,MG,ITAJUBÁ,3,2013,ACADÊMICO,SUDESTE,NA,NÃO
2015,32003013014P4,ADMINISTRAÇÃO,MANAGEMENT,UNIFEI,UNIVERSIDADE FEDERAL DE ITAJUBÁ,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS SOCIAIS APLICADAS,ADMINISTRAÇÃO,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO PROFISSIONAL,MG,ITAJUBÁ,3,2014,PROFISSIONAL,SUDESTE,NA,NÃO
2015,32004010001P0,AGRONOMIA (FITOTECNIA),GRADUATE PROGRAM IN AGRONOMY / PLANT SCIENCE,UFLA,UNIVERSIDADE FEDERAL DE LAVRAS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,AGRONOMIA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,MG,LAVRAS,5,1975,ACADÊMICO,SUDESTE,NA,NÃO
2015,32004010002P6,CIÊNCIA DO SOLO,SOIL SCIENCE,UFLA,UNIVERSIDADE FEDERAL DE LAVRAS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,AGRONOMIA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,MG,LAVRAS,7,1976,ACADÊMICO,SUDESTE,NA,NÃO
2015,32004010003P2,ADMINISTRAÇÃO,POST GRADUATE PROGRAM IN ADMINISTRATION,UFLA,UNIVERSIDADE FEDERAL DE LAVRAS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS SOCIAIS APLICADAS,ADMINISTRAÇÃO,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO/DOUTORADO,MG,LAVRAS,5,1975,ACADÊMICO,SUDESTE,NA,NÃO
2015,32004010004P9,ZOOTECNIA,ANIMAL SCIENCE,UFLA,UNIVERSIDADE FEDERAL DE LAVRAS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,ZOOTECNIA,ZOOTECNIA / RECURSOS PESQUEIROS,MESTRADO/DOUTORADO,MG,LAVRAS,5,1976,ACADÊMICO,SUDESTE,NA,NÃO
2015,32004010005P5,CIÊNCIAS DOS ALIMENTOS,FOOD SCIENCE,UFLA,UNIVERSIDADE FEDERAL DE LAVRAS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,CIÊNCIA DE ALIMENTOS,MESTRADO/DOUTORADO,MG,LAVRAS,5,1976,ACADÊMICO,SUDESTE,NA,NÃO
2015,32004010006P1,GENÉTICA E MELHORAMENTO DE PLANTAS,GENETICS AND PLANT BREEDING,UFLA,UNIVERSIDADE FEDERAL DE LAVRAS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,AGRONOMIA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,MG,LAVRAS,6,1986,ACADÊMICO,SUDESTE,NA,NÃO
2015,32004010007P8,ENTOMOLOGIA,ENTOMOLOGY,UFLA,UNIVERSIDADE FEDERAL DE LAVRAS,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS AGRÁRIAS,AGRONOMIA,CIÊNCIAS AGRÁRIAS I,MESTRADO/DOUTORADO,MG,LAVRAS,5,1984,ACADÊMICO,SUDESTE,NA,NÃO
2015,22001018044P0,GEOGRAFIA,GRADUATE PROGRAM IN GEOGRAPHY,UFC,UNIVERSIDADE FEDERAL DO CEARÁ,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS HUMANAS,GEOGRAFIA,GEOGRAFIA,MESTRADO/DOUTORADO,CE,FORTALEZA,5,2004,ACADÊMICO,NORDESTE,NA,NÃO
2015,22001018046P2,ODONTOLOGIA,POST-GRADUATE PROGRAM IN DENTISTRY,UFC,UNIVERSIDADE FEDERAL DO CEARÁ,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS DA SAÚDE,ODONTOLOGIA,ODONTOLOGIA,MESTRADO/DOUTORADO,CE,FORTALEZA,4,2005,ACADÊMICO,NORDESTE,NA,NÃO
2015,22001018047P9,CIÊNCIAS MÉDICAS,POSTGRADUATE PROGRAM IN MEDICAL SCIENCES,UFC,UNIVERSIDADE FEDERAL DO CEARÁ,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA I,MESTRADO/DOUTORADO,CE,FORTALEZA,6,2005,ACADÊMICO,NORDESTE,NA,NÃO
2015,22001018048P5,ENGENHARIA DE TELEINFORMÁTICA,TELEINFORMATICS ENGINEERING,UFC,UNIVERSIDADE FEDERAL DO CEARÁ,FEDERAL,PÚBLICO,UNIVERSIDADE,ENGENHARIAS,ENGENHARIA ELÉTRICA,ENGENHARIAS IV,MESTRADO/DOUTORADO,CE,FORTALEZA,5,2005,ACADÊMICO,NORDESTE,NA,NÃO
2015,22001018049P1,AVALIAÇÃO DE POLÍTICAS PÚBLICAS,EVALUATION OF PUBLIC POLICIES,UFC,UNIVERSIDADE FEDERAL DO CEARÁ,FEDERAL,PÚBLICO,UNIVERSIDADE,MULTIDISCIPLINAR,INTERDISCIPLINAR,INTERDISCIPLINAR,MESTRADO PROFISSIONAL,CE,FORTALEZA,4,2004,PROFISSIONAL,NORDESTE,NA,NÃO
2015,22001018050P0,LOGÍSTICA E PESQ. OPERACIONAL,LOGISTICS AND OPERATIONAL RESEARCH PROGRAM,UFC,UNIVERSIDADE FEDERAL DO CEARÁ,FEDERAL,PÚBLICO,UNIVERSIDADE,ENGENHARIAS,ENGENHARIA DE PRODUÇÃO,ENGENHARIAS III,MESTRADO,CE,FORTALEZA,2,2006,ACADÊMICO,NORDESTE,NA,NÃO
2015,22001018052P2,FARMACOLOGIA,PHARMACOLOGY,UFC,UNIVERSIDADE FEDERAL DO CEARÁ,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS BIOLÓGICAS,FARMACOLOGIA,CIÊNCIAS BIOLÓGICAS II,MESTRADO PROFISSIONAL,CE,FORTALEZA,5,2001,PROFISSIONAL,NORDESTE,NA,NÃO
2015,32003013009P0,ENGENHARIA DE MATERIAIS,MATERIALS ENGINEERING,UNIFEI,UNIVERSIDADE FEDERAL DE ITAJUBÁ,FEDERAL,PÚBLICO,UNIVERSIDADE,ENGENHARIAS,ENGENHARIA DE MATERIAIS E METALÚRGICA,ENGENHARIAS II,MESTRADO PROFISSIONAL,MG,ITAJUBÁ,3,2011,PROFISSIONAL,SUDESTE,NA,NÃO
2015,22001018053P9,ECONOMIA,ECONOMICS,UFC,UNIVERSIDADE FEDERAL DO CEARÁ,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,MESTRADO PROFISSIONAL,CE,FORTALEZA,4,2000,PROFISSIONAL,NORDESTE,NA,NÃO
2015,22001018054P5,ENGENHARIA MECÂNICA,GRADUATE PROGRAM IN MECHANICAL ENGINEERING,UFC,UNIVERSIDADE FEDERAL DO CEARÁ,FEDERAL,PÚBLICO,UNIVERSIDADE,ENGENHARIAS,ENGENHARIA MECÂNICA,ENGENHARIAS III,MESTRADO,CE,FORTALEZA,3,2007,ACADÊMICO,NORDESTE,NA,NÃO
2015,22001018055P1,POLÍTICAS PÚBLICAS E GESTÃO DA EDUCAÇÃO SUPERIOR,PUBLIC POLICY AND MANAGEMENT OF HIGHER EDUCATION,UFC,UNIVERSIDADE FEDERAL DO CEARÁ,FEDERAL,PÚBLICO,UNIVERSIDADE,MULTIDISCIPLINAR,INTERDISCIPLINAR,INTERDISCIPLINAR,MESTRADO PROFISSIONAL,CE,FORTALEZA,4,2007,PROFISSIONAL,NORDESTE,NA,NÃO
2015,22001018058P0,ECOLOGIA E RECURSOS NATURAIS,ECOLOGY AND NATURAL RESOURCES,UFC,UNIVERSIDADE FEDERAL DO CEARÁ,FEDERAL,PÚBLICO,UNIVERSIDADE,CIÊNCIAS BIOLÓGICAS,ECOLOGIA,BIODIVERSIDADE,MESTRADO/DOUTORADO,CE,FORTALEZA,4,2008,ACADÊMICO,NORDESTE,NA,NÃO
2015,31003010086P6,ENGENHARIA DE PRODUÇÃO E SISTEMAS COMPUTACIONAIS,INDUSTRIAL ENGINEERING AND COMPUTATIONAL SYSTEMS,UFF,UNIVERSIDADE FEDERAL FLUMINENSE,FEDERAL,PÚBLICO,NÃO INFORMADO,ENGENHARIAS,ENGENHARIA DE PRODUÇÃO,ENGENHARIAS III,MESTRADO PROFISSIONAL,RJ,RIO DAS OSTRAS,3,2013,PROFISSIONAL,SUDESTE,NA,NÃO
2015,31003010087P2,MONTAGEM INDUSTRIAL,PROFESSIONAL MASTER IN INDUSTRIAL CONSTRUCTION,UFF,UNIVERSIDADE FEDERAL FLUMINENSE,FEDERAL,PÚBLICO,NÃO INFORMADO,ENGENHARIAS,ENGENHARIA MECÂNICA,ENGENHARIAS III,MESTRADO PROFISSIONAL,RJ,NITERÓI,3,2012,PROFISSIONAL,SUDESTE,NA,NÃO
2015,31003010088P9,MÍDIA E COTIDIANO,MEDIA AND EVERYDAY,UFF,UNIVERSIDADE FEDERAL FLUMINENSE,FEDERAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS SOCIAIS APLICADAS,COMUNICAÇÃO,CIÊNCIAS SOCIAIS APLICADAS I,MESTRADO,RJ,NITERÓI,3,2013,ACADÊMICO,SUDESTE,NA,NÃO
2015,31003010089P5,ENGENHARIA DE BIOSSISTEMAS,BIOSYSTEMS ENGINEERING,UFF,UNIVERSIDADE FEDERAL FLUMINENSE,FEDERAL,PÚBLICO,NÃO INFORMADO,MULTIDISCIPLINAR,CIÊNCIAS AMBIENTAIS,CIÊNCIAS AMBIENTAIS,MESTRADO,RJ,NITERÓI,3,2012,ACADÊMICO,SUDESTE,NA,NÃO
2015,31003010090P3,CULTURA E TERRITORIALIDADES,CULTURE AND TERRITORY,UFF,UNIVERSIDADE FEDERAL FLUMINENSE,FEDERAL,PÚBLICO,NÃO INFORMADO,MULTIDISCIPLINAR,INTERDISCIPLINAR,INTERDISCIPLINAR,MESTRADO,RJ,NITERÓI,3,2013,ACADÊMICO,SUDESTE,NA,NÃO
2015,31003010091P0,TECNOLOGIA AMBIENTAL,ENVIRONMENTAL TECHNOLOGY,UFF,UNIVERSIDADE FEDERAL FLUMINENSE,FEDERAL,PÚBLICO,NÃO INFORMADO,MULTIDISCIPLINAR,CIÊNCIAS AMBIENTAIS,CIÊNCIAS AMBIENTAIS,MESTRADO,RJ,VOLTA REDONDA,3,2013,ACADÊMICO,SUDESTE,NA,NÃO
2015,31003010092P6,ADMINISTRAÇÃO,BUSINESS ADMINISTRATION,UFF,UNIVERSIDADE FEDERAL FLUMINENSE,FEDERAL,PÚBLICO,NÃO INFORMADO,CIÊNCIAS SOCIAIS APLICADAS,ADMINISTRAÇÃO,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",MESTRADO PROFISSIONAL,RJ,VOLTA REDONDA,3,2013,PROFISSIONAL,SUDESTE,NA,NÃO
2015,31003010093P2,DIVERSIDADE E INCLUSÃO,DIVERSITY AND INCLUSION,UFF,UNIVERSIDADE FEDERAL FLUMINENSE,FEDERAL,PÚBLICO,NÃO INFORMADO,MULTIDISCIPLINAR,ENSINO,ENSINO,MESTRADO PROFISSIONAL,RJ,NITERÓI,3,2013,PROFISSIONAL,SUDESTE,NA,NÃO
